seed,cipher,rounds,split,n_samples,accuracy,auc_roc,tpr,tnr,accuracy_advantage,advantage_edge,auc_advantage,accuracy_null_p_value,youden_j
9,speck,7,test,15000,0.5028666666666667,0.49911312888888887,0.4384,0.5673333333333334,0.002866666666666684,0.005733333333333368,-0.0017737422222222632,0.48766960700104317,0.005733333333333368
9,speck,8,test,15000,0.505,0.5055916088888889,0.7993333333333333,0.21066666666666667,0.0050000000000000044,0.010000000000000009,0.011183217777777754,0.22376285700399692,0.010000000000000009
9,speck,9,test,15000,0.49806666666666666,0.5005008622222222,0.6332,0.36293333333333333,-0.0019333333333333425,-0.003866666666666685,0.0010017244444444628,0.6416443000548142,-0.003866666666666685
9,speck,10,test,15000,0.5026,0.49992128,0.7032,0.302,0.0026000000000000467,0.0052000000000000934,-0.00015743999999995317,0.5295453113036798,0.0052000000000000934
10,speck,3,test,15000,0.9472666666666667,0.9856762044444444,0.9365333333333333,0.958,0.4472666666666667,0.8945333333333334,0.9713524088888887,0.0,0.8945333333333334
10,speck,4,test,15000,0.8484666666666667,0.9104522488888889,0.7841333333333333,0.9128,0.3484666666666667,0.6969333333333334,0.8209044977777777,0.0,0.6969333333333334
10,speck,5,test,15000,0.6631333333333334,0.7273855644444445,0.6513333333333333,0.6749333333333334,0.16313333333333335,0.3262666666666667,0.45477112888888893,0.0,0.3262666666666667
10,speck,6,test,15000,0.5019333333333333,0.5030118844444444,0.6412,0.3626666666666667,0.0019333333333333425,0.003866666666666685,0.006023768888888892,0.6416443000548142,0.003866666666666685
10,speck,7,test,15000,0.5006,0.5020183822222222,0.46813333333333335,0.5330666666666667,0.0006000000000000449,0.0012000000000000899,0.004036764444444341,0.8896052998225769,0.0012000000000000899
10,speck,8,test,15000,0.5024666666666666,0.5025129511111112,0.8308,0.17413333333333333,0.002466666666666617,0.004933333333333234,0.005025902222222323,0.5511482588452178,0.004933333333333234
10,speck,9,test,15000,0.5004,0.49818064888888886,0.3628,0.638,0.00039999999999995595,0.0007999999999999119,-0.00363870222222229,0.928434920322424,0.0007999999999999119
10,speck,10,test,15000,0.49593333333333334,0.49750047111111106,0.34186666666666665,0.65,-0.004066666666666663,-0.008133333333333326,-0.004999057777777871,0.3231718804636641,-0.008133333333333326
